Judul,Label
Indonesia Ditinggalkan Oleh Saudara2 Negara Muslim Dunia,0
Perkembangan Informasi Empat Ton Telur Bansos Pemprov Jabar Membusuk di Gudang Penyimpanan Bulog Garut,0
"PKI sudah dilatih pegang senjata FPI kpan,,,?",0
Surat suara yang sah harus ada tanda tangan KPPS,0
"Donald Trump Jalin Kerjasama dengan Hary Tanoe, MNC Group Akan Jadi Alat Propaganda Islam",0
Kapolda Anton Charliyan Tiba-Tiba Melakukan Pencitraan Berpakaian Islami,0
Manfaat Air Hangat ,0
: Waspadai Buah Naga Oplosan,0
Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,0
Video Petugas KPPS Coblos Surat Suara di Boyolali,0
Indonesian group gears up to battle fake news during polls,0
"WARGA MALANG DIHEBOHKAN SOAL PENEMUAN ALAT KEJUT YANG DIANGGAP BOM, KEPOLISIAN BERI PENJELASAN",0
"Dianggap Lecehkan Guru, Iklan Hago Diprotes",0
Kementerian PUPR Beri Penjelasan Mengenai Isu Rumah Subsidi Sudah Habis,0
PKS Luruskan Hoax Kader Komentar Kartini Pemuas Seks Belanda,0
Klarifikasi terkait Kabar Petugas KPPS di Way Kanan Lampung Tewas Ditikam karena Melerai Keributan Timses Caleg,0
: Pembelian Lahan Sumber Waras Dibayar Secara Tunai,0
Video Wawancara Ribka Tjiptaning Yang Sudah Disunting,0
Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi,0
Klarifikasi Kementerian Kelautan dan Perikanan  Terkait Beredarnya Surat Undangan Bimbingan Teknis dan Penetapan kelompok Penerima Bantuan Program Produksi Budidaya TA. 2019,0
Bisnis Gelap di Balik Like di Facebook,0
Foto Putri Raja Salman Mengenakan Pakaian Adat Bali,0
Fake news becomes a business model: researchers,0
"Polisi Membubarkan Parade LGBT di Istanbul, Turki",0
Perkembangan Chloroquine Untuk Obat COVID-19,0
Kawal Surat Al-Hujurat 6: Melawan Hoax,0
Lippo Group Tetap Gaji Para Marketing Meikarta dan Menjaga Invenstornya,0
Bahaya Daging Kurban Dibungkus Kresek Hitam,0
Ketidakjujuran Presiden Jokowi Perihal Silsilah Keluarganya,0
Metodologi Perang Informasi,0
"VIRAL VIDEO NUSA PENIDA DIPENUHI SAMPAH PLASTIK, PENELITI BIDANG OSEANOGRAFI BERI KLARIFIKASI",0
"Video: Bantuan Turki Kepada Rohingya Sudah Datang, Erdogan Bukan Aktor Pencitraan",0
"Klarifikasi BMKG Terkait Prediksi Gempa Bermagnitudo 8,2 dan Tsunami di Beberapa Daerah Jateng",0
Syiah di Indonesia,0
Penyebutan topan dan badai di doa Maruf Amin,0
Klarifikasi Pemerintah Provinsi Aceh Terkait Isu Penerapan Hukuman Pancung atau Qisas,0
Klarifikasi Mentari International School tentang Pemberitaan Terinfeksi COVID-19,0
"Pernyataan Kepala BSSN Soal #HoaxMembangun, dari Maaf hingga Bangga",0
Penjelasan Airnav Indonesia terkait Kabar Mengenai Kondisi Bandara SIS Al-Jufrie di Palu yang Tidak Kondusif,0
Cokelat Mermaid Memakan Korban,0
TNI Mengklarifikasi Bahwa Kapal Motor Cepat  Komando AD-1605 Tenggelam Bukan Karena Kelebihan Muatan,0
Klarifikasi Dinas Bina Marga DKI Jakarta Terkait Anggaran Rp56 Miliar Untuk Bangun 3 JPO,0
"Mantan Ketua DPD Gerindra Kaltim, Bantah Pernah Buat Materi Kampanye Ingat Burungnya",0
Sering Minum Es Dapat Sebabkan Batuk dan Pilek,0
"Yang Nangkap Polisi Kamboja, yang Ribut Netizen Indonesia",0
Klarifikasi BIN terkait Pesan Berantai yang Sebut 29 Tokoh Pendukung Prabowo-Sandiaga sedang Dimonitori oleh Aparat,0
Mudah-Mudahan Masih Banyak Rakyat Lugu yang Masih Bisa Ditipu Melalui Pencitraan yang Selama Ini Jadi Andalan,0
Sandi Sarankan Warga Ngadu ke Kelurahan Saja,0
"Diserang Netizen Karena Dituding Sebar Berita Hoax, Arie Untung Hapus Postingannya",0
Tim Putri Indo vs Tim Putri Rusia,0
"Dituduh Punya Hubungan Spesial Dengan Ahok, Grace Natalie Beri Klarifikasi",0
Tidak Ada Pejemputan Paksa Ulama Bireuen oleh Polisi,0
MANTAN PRESIDEN RI KE 3 DI NOBATKAN SEBAGAI PEMILIK IQ TERTINGGI SEPANJANG SEJARAH MANUSIA NAMUN DI SIA SIAKAN OLEH BANGSA INDONESIA,0
"Punya Pistol FN Saja Sudah Berani Begini Kepada TNI, ...",0
Klarifikasi BKN Terkait Surat Optimalisasi Pemenuhan Kebutuhan PNS oleh BKN,0
"NUNGGAK BPJS TAK BISA URUS SIM-STNK, PIHAK TERKAIT BERIKAN KLARIFIKASI",0
Rio Rizki Bukan Peraih Medali Emas Termuda Di ASIAN Games 2018,0
Klaim Jonru Bahwa Dunia Tidak Peduli Kepada Umat Muslim Korban Bom Turki,0
Klarifikasi Mahkamah Konstitusi Terkait Isu Anwar Usman Belum Laporkan Harta Kekayaannya,0
Kerjasama Dengan Tiongkok Membuat Rel Kereta Cepat Di Uni Emirat Arab Dapat Hadiah Jutaan Pil Ekstasi,0
Klarifikasi Dinas Kesehatan Kota Palopo Terkait Isu Beredarnya Obat Kedaluwarsa,0
BI Bantah Kebijakan KPR DP 0% Mencontoh Anies - Sandi,0
Kepolisian Bantah Telah Menangkap Pelaku Jambret di Cempaka Putih,0
Dana Santunan Haji Korban Kecelakaan Mekkah 2015 Ditahan oleh Kemenlu,0
Kader Gerindra Merasa Difitnah dengan Poster Ajakan Deklarasi #2019GantiPresiden di Bandar Lampung yang Menjanjikan Imbalan,0
KPAI Bantah 55 Anak Meninggal karena Korban Vaksin,0
JARI TANGAN PRIA MENGHITAM SETELAH MEMBAKAR AL-QURAN,0
Kesediaan Umat Islam Melakukan Doa Untuk Warga Jayapura,0
Pemukulan Imam Salat Tarawih Oleh Polisi,0
"Katanya ideologinya Pancasila, memangnya zina dan LGBT sesuai dengan Pancasila?",0
: Putra Sulung Jokowi Dituding Sebagai Pendukung Teori Bumi Datar,0
Terusan Kra Membunuh 3 Negara,0
"Nezar Patria adalah Kader PKI, Ikut Rapat Setiap Malam di Istana Setelah Jam 8 Malam, Demikian Tuduhan dari Alfian Tandjung",0
"Bukan Hoax, FPI Ikut Buka Bersama di Masjidilaqsa",0
Mobil Bagian Belakang Ditempel Orang Jahat Sticker Palu Arit Logo Komunis,0
East-West Center: Fighting Disinformation on the Frontlines Webinar,0
Tulisan #2019gantipresiden di Struk Pembayaran Ayam Geprek Eskom,0
SMS yang bertuliskan Coblos Khofifah-Emil for Amien Rais Presiden 2019!,0
Mentri Agama Nangis di Acara LGBT,0
Pelaku Penusukan Ustaz di Depok Telah Belasan Tahun Alami Gangguan Jiwa,0
: Hati-hati Modus Baru Phising Akun Facebook,0
"DITUDING MENCULIK DAN BERAT SEBELAH PADA KASUS PT. RUM, KAPOLRES SUKOHARJO BERI KLARIFIKASI",0
"Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya",0
Saya baru tau kalau shalat Ghaib ada sujudnya. Pake Madzhab Abu Janda hahaha,0
"Wacana Pendaftaran Akun Medsos Tidak Hanya Menggunakan e-KTP, untuk Mendukung Jokowi",0
Sylviana Menyambangi Habib Rizieq di Markas FPI,0
Sekte Kristen meniru Islam,0
Teknik Penyebaran Hoax Dengan Ancaman,0
Indonesia Gagal Wujudkan Swasembada Pangan,0
Indomaret Klarifikasi Tayangan TV Jokowi Yang di Protes Kader Partai Demokrat,0
Dorongan Mengembalikan Dwi Fungsi ABRI/TNI?,0
"Mengandung Cacing, BPOM Kepri Tarik 3 Merek Sarden dari Peredaran",0
Februniye Walikota Kristen Pertama Di Kota Mardin yang Mayoritas Warganya Beragama Islam,0
Foto Munas Partai Hanura ada Ahok,0
Klarifikasi Terkait Isu Perubahan Nama Terminal di Bandara Soekarno-Hatta,0
Bayern Munchen Buka Masjid Baru Usulan Franck Ribery di Stadion Allianz,0
Pemkot Depok Batalkan Acara Olahraga #DepokAman,0
"Klarifikasi dari Dinkes terkait Informasi Ramuan Minyak Tanah yang Bisa Mengobati Penyakit Asam Urat, Kolesterol, dan Tekanan Darah Tinggi",0
"Soal Wisata Halal Danau Toba, Gubernur Sumut: Itu Hoaks sangat Jelek",0
Foto wanita Iran yang menonton Piala Dunia tanpa hijab menjadi viral,0
Hoax Untuk Memuji Jokowi akan Dibiarkan Saja Terkait Pemberitaan Jokowi Pemimpin Terbaik dari Media Bloomberg,0
Arti Kata Pokemon Dalam Bahasa Syriac Yang Berarti Aku Yahudi,0
"Dapat Info Hoax Kebakaran, Mobil Damkar Alami Kecelakaan dan Tewaskan 3 Anggota Pemadam",0
Isu Perbedaan Surat Al Hujurat 8 pada Al Quran Sumbangan Kerajaan Arab,0
Ketum MUI: Jangan Gunakan Nama Muslim untuk Sebar Hoax,0
KEPOLISIAN ANGKAT BICARA TERKAIT GRUP GAY PELAJAR DI GARUT,0
Dinkes Aceh Membantah Atas Isu Pelajar Lumpuh Setelah Vaksin MR,0
SMK Tidak Boleh Lagi Buka Jurusan Komputer Jaringan,0
Halaman Surat Kabar Berbahasa Arab Memprotes Sikap Pemerintah Indonesia karena Dianggap Kurang Memiliki Tata Krama terhadap Raja Salman,0
: Baliho Red Army di Kota Malang Adalah Simbol Kebangkitan PKI,0
Pengadaan Tas Sembako Jokowi Rp 3 Miliar Sudah Ada Sejak Presiden Terdahulu,0
Malih Tong-tong Meninggal Dunia,0
Google Maps Tak Cantumkan Negara Palestina,0
Klarifikasi Tengku Zulkarnaen Tentang Pembakaran Masjid,0
Kereta Cepat yang Digarap China di Iran Lebih Murah dari Kereta Cepat Jakarta-Bandung,0
"Kampanye Ahok di Ciganjur, Jakarta Selatan Tak Digubris",0
"DITUDING TAWARKAN PEKERJAAN KE PERETAS SITUS KPU, POLRI BERI BANTAHAN",0
Guru Penyebar Hoax Soal Megawati Minta Adzan Ditiadakan Ditangkap,0
BNPB KLARIFIKASI VIDEO ERUPSI GUNUNG MERAPI,0
"DIKABARKAN MUNDUR DARI KSP, MOELDOKO BERI KLARIFIKASI",0
Wakapolri Tidak Pernah Beri Pernyataan Terkait Pilkada Kota Makassar 2018,0
Kode QR ke Tautan hebatdikicom,0
Foto Jembatan Cisomang Jalan Tol Purbaleunyi Jalan Tol Purbaleunyi Bergeser,0
"saya tidak tahu, saya cuma share",0
"ANGGOTANYA DITUDING SEBAGAI PENGANIAYA TAHANAN, POLRES SUBANG BERIKAN KLARIFIKASI",0
Prabowo Bantah Ditawari Rp. 15 Triliun untuk Menjadi Cawapres Jokowi,0
Polisi Tangkap 3 Penyebar Video Hoaks Yel TNI Macan Jadi Kucing,0
"Bukankah Zakat Itu Satu Tahun Sekali , Jadi Kalau Bulanan Itu Namanya Zakat Apa?",0
Akibat Kecanduan Main Game di HP Ini Lah Akibatx,0
: BIN Keluarkan Surat Edaran Larang Bercelana Cingkrang dan Berjenggot Bagi Karyawannya,0
Penjelasan Data dan Fakta dari Pernyataan Djarot Saiful Hidayat yang Membandingkan Kinerja Jokowi dengan SBY soal Pembangunan di Sumut,0
"Anggaran Tempat Sampah Jerman Rp 9,58 M, Dinas LH DKI Buka Suara",0
Kementerian Luar Negeri Klarifikasi Tidak Ada Anak-Anak WNI yang Ditahan Australia,0
Pentingnya Membaca Seluruh Isi Berita Bukan Hanya Judul Beritanya,0
Klarifikasi Rumah Sakit Umum Cut Nyak Dien  Meulaboh Terkait Isu Keluarnya Dokter Spesialis Jantung Karena Tak Digaji,0
Pesawat Citilink QG 801 Rute Semarang-Surabaya Tidak Hilang,0
"Bahasa Jepang Ike Dikonotasikan sebagai kata Komunis, Sipit, PKI dan LGBT",0
"Klarifikasi Pihak Keraton Yogyakarta Terkait Isu Pemasangan Pohon Natal di Masjid Gedhe Kauman, Yogyakarta",0
Hoaks Imbauan Anak NU Dilarang Sekolah di Muhammadiyah,0
Sindrom Siklopia,0
"Mengenal Likuifaksi, Fenomena Tanah Bergerak Gempa Palu",0
Manajemen Garuda Indonesia Tegaskan Tidak Ada Penjualan atau Penawaran Saham kepada Perusahaan China,0
: Arti Saracen yang Dipakai Sindikat Penyebar Kebencian,0
Pertamina dan Pemerintah Kalrifikasi Isu BBM Naik Malam Ini,0
Kiat untuk Mengenali Berita Palsu,0
Begini Kreativitas dan Hasil Karya Anaknya Pleicieden? Serius Nanya Niy,0
PKI KETANGKEP BASAH...!!,0
Akses Angkot di Palembang Saat Asean Games Tidak Ditutup,0
KPK Bantah Keluarkan Surat Edaran Terhadap Universitas Sam Ratulangi,0
Ini Klarifikasi BPPT Soal Kajian Potensi Tsunami Pandeglang,0
"Klarifikasi Pemerintah Daerah Raja Ampat Terkait Isu Gizi Buruk di Kampung Saporkren, Distrik Waigeo Selatan",0
Ibadah di Gereja HKBP Filadelfia Bekasi Diganggu Speaker,0
Kemenristekdikti Luruskan Wacana Dosen Impor,0
Beberapa Tokoh Gereja di Bekasi Bantah Buat Perjanjian Bersama dengan Cawalkot Rahmat Effendi,0
Klarifikasi Surat Edaran Intruksi Memasang Spanduk Ucapan Selamat Terpilihnya Prabowo-Sandi sebagai Presiden dan Wakil Presiden,0
Alfian Tandjung Menuduh NU Kendal Rayakan HUT PKI Pada Tanggal 23 Mei 2015,0
": Kiddle, Mesin Pencarian Oleh Google Untuk Anak-Anak yang Mendukung LGBT",0
"Korban Penganiayaan di Cicangri, Kabupaten Bandung Bukan Ustaz atau Ulama",0
Petugas Pengamanan Mall Dipersenjatai Senapan Serbu AK-101,0
Uang Rupiah Baru Bertandatangan Menteri Keuangan,0
Foto Massa Aksi 67,0
TIDAK ADA PENYERANGAN RUMAH IBADAH DI DESA PAUH RANAP RIAU,0
Disinformasi CSR PT Telkom untuk Gereja dan Masjid,0
: BRI Melecehkan Sunnah Islam,0
DINAS PERHUBUNGAN BERI PENJELASAN TERKAIT FLYER TIKET KAPAL DIGRATISKAN SAAT JEMBATAN SURAMADU DITUTUP,0
Jokowi Lebih Memilih Helikopter Buatan Luar Negeri Dibandingkan Buatan PT Dirgantara Indonesia,0
"Waduh,, Penyusup dari China Berdatangan Mulu",0
Bus Transjakarta Nyangkut Akibat Perintah,0
MASTEL Turut Optimalkan Peran Stakeholder Sektor Telematika Dalam Melawan Penyebaran Hoax,0
PIHAK KEPOLISIAN KALSEL AMANKAN PENYEBAR HOAKS PEMBUNUHAN LEVIE PRISILIA,0
Parlemen Singapura Belajar Antihoaks kepada Indonesia,0
Merawat Pesan Toleransi dari Gus Dur,0
Luhut Melarang Anies Merombak Pejabat DKI,0
Ramai Berita SetNov Warga China Terus Datang,0
Klarifikasi BPPT Terkait Isu Potensi Tsunami 57 Meter di Pandeglang,0
Sudirman Said Sedang Sembahyang Semoga Tidak di Demo Berjilid-jilid,0
Klarifikasi Video Kapolres Landak AKBP Bowo Gede Imantio Dipaksa Makan Babi,0
Pernyataan Sikap Netral Universitas Indonesia,0
Telkomsel Memiliki Bukti Percakapan Whatsapp Habib Rizieq dengan Firza Husein,0
Cetak e-KTP di Nusantara Expo TMII Bisa Langsung Jadi,0
Tidak Ada Organisasi Asosiasi Pengusaha Indonesia Taiwan,0
: Dimana TNI dan POLRI dalam Isu Komunisme atau PKI ?,0
Perlawanan Pekerja Asing China Saat Bendera RRC Diturunkan TNI,0
Ferdinand Hutahean Menyatakan Akun Twitter @FerdinandFarel Bukanlah Miliknya,0
Kemenag Bantah Edaran Surat Guru Madrasah Wajib Melengkapi data,0
"LPG, Liquified Petroleum Gas",0
Satelit Merah Putih Milik Telkom Indonesia Resmi Diluncurkan SpaceX,0
: Islam  Anti Hoax,0
Isu Warga Kehormatan Acandra Tahar,0
BPS Tampik Pernyataan Sandiaga yang Sebut Makan Siang di Singapura Lebih Murah daripada di Indonesia,0
"Sri Mulyani Beri Klarifikasi Terkait Sajak yang Berisi tentang Keluarga, Kehilangan dan Lion Air JT 610",0
Ancaman Cina Bukan Lagi Fiksi,0
Semut CHARLIE,0
Jokowi Lebih Memilih Helikopter Buatan Luar Negeri Dibandingkan Buatan PT Dirgantara Indonesia,0
Setidaknya 70 tewas dalam serangan militer Afghanistan di masjid,0
Kepolisian Klarifikasi Terkait Biaya Tilang Baru,0
Charta Politika Tidak Pernah Melakukan Survei Nasional dengan Simulasi Jokowi - KH. Maruf Amin dan Prabowo Subianto - Sandiaga Uno,0
Wali kota Semarang Bantah Ada Kelurahan yang Masuk Zona Merah Difteri di Daerahnya,0
BPJS Lebih Sadis dari Pajak,0
"MUNCUL PESAN BERANTAI AKAN TERJADI PERANG SUSULAN AMBON VS LSM MERAH PUTIH, PIHAK KEPOLISIAN NYATAKAN KONDISI LAPANGAN KONDUSIF",0
"Menjamurnya Polisi dan Tentara Gadungan, Ada Apa?",0
Indonesia di Tengah Pusaran Arus Informasi,0
Katanya Sih Mau Ngirim Ketua BEM UI ke Asmat Tapi Wartawan Asing Mau Liputan Aja di Usir,0
Warga Cina Lempar Kucing dan Anjingnya dari Apartemen karena Hoaks Kucing dan Anjing Menularkan Virus Corona,0
Ini Penyebab Upaya Mengatasi Hoax akan Jadi Sia-sia,0
: Kapolda DKI Sebut Penyebab Penyerangan Novel Baswedan Karena Bisnis Hijab Online Sang Istri,0
Klarifikasi Kemendagri dan KPU Terkait 31 Juta Data Pemilih yang Disebut Misterius dan Tidak Bisa Dibuka,0
Ciri-Ciri Anak Dominan Otak Kanan,0
: Penerapan Sistem Ganjil Genap di Tol Cikampek,0
WNA Pendiri Organisasi Masyarakat FBI,0
Proyek Tol Semarang-Batang Robohkan 164 Masjid,0
"Post-post media sosial yang palsu menyesatkan, meledak secara global, temuan dari studi Oxford",0
KLARIFIKASI PETANI KULONPROGO YANG SEMPROT MATI LAHAN CABAI,0
"Coach Indra Sjafri: Saya Pernah 1 Tahun Tak Digaji, tapi Ikhlas",0
Balada Cinta Segi Tiga Ahok Veronica: Ahok Lemah Syahwat,0
"Bisa Terbang dan Stoppie, Jokowi Ternyata Pakai Pemeran Pengganti, Ini Dia Sosoknya",0
"Jokowi dituduh Jual Belikan Undangan Pernikahan Kahiyang-Bobby, Istana Angkat Bicara",0
Permen Dot Narkoba,0
"Soal Palestina, Jokowi Diduga Ambigu, Menipu Rakyat dan Umat Muslim",0
diteriakkan nama Prabowo,0
Tidak Semua Operator Seluler Menyediakan RBT Jokowi Saja,0
"Lambangnya Dicatut Sekber Gerindra-PKS, PBB Beri Klarifikasi",0
"WARGA KABUPATEN LOMBOK UTARA DIISUKAN MEMINUM AIR DARI GOT, BABINSA BERIKAN TANGGAPAN",0
Penyerang Masjid Quwwatul dari PDIP,0
Pembangunan Infrastruktur yang Dibanggakan Oleh Presiden RI Joko Widodo di Papua Selama Ini Ternyata Menjadi Kedok...,0
Dokumentasi Dinding Berlapis Emas Freeport,0
Klarifikasi Grab Indonesia Terkait Dukungan Forum Komunikasi Grab Lampung  Kepada Salah Satu Pasangan Calon Pilgub Lampung,0
Klarifikasi Mahfud Md Terkait Tuduhan Ratna Sarumpaet Terhadapnya,0
Polisi Laporkan 30 Akun Penyebar Hoax Girder Flyover Tol Ambruk,0
: Jangan Percaya Posting Palsu Provokatif di Medsos!,0
Klarifikasi terkait Unggahan Akun Facebook Bernama Monik Tentang Diskriminasi Siswa Kristen di SMPN 13 Pontianak,0
Para Santri Solo Pawai Obor untuk lawan yg pawai lilin..!!! ALLAHU AKBAR...!!!,0
Klarifikasi dari Rektor UIN Suska Riau terkait Surat Pemecatan Ustaz Abdul Somad sebagai Dosen,0
Mengapa Kita Menyukai Hoax atau Kabar Bohong?,0
: KPK Klarifikasi Bahwa Situs kpk-online.com Bukanlah Milik Instansi Pemberantasan Korupsi Tersebut,0
Klarifikasi @susipudjiastuti Mengenai Mensupport 20 Bis Dari Pangandaran Untuk Aksi 411,0
Produk TOYOTA Segera Resmi Hadir di INDONESIA?,0
Bentrokan Warga dan PT Sindoka,0
KPK Tidak Pinjam Uang Rp. 5 miliar ke Probosutedjo,0
"Klarifikasi Dinas Pendidikan NTT Terkait Isu Penutupan SMA di Borong, Kabupaten Manggarai Timur",0
Klarifikasi Survei Calon Wakil Presiden Paling Disukai Masyarakat Bukan Dikeluarkan Lembaga Survei Indonesia,0
": Kemenhub Mengklarifikasi Kapal Feri Lestari Maju Sengaja Dikandaskan, Bukan Tenggelam",0
: Isu-isu Mengenai media Penyebaran HIV/AIDS,0
: Ustadz AA Gym Pimpin Ribuan Umat Bela Islam Se Jawa Barat Pada 30 November ke Jakarta,0
Penggerebekan WN China/Taiwan,0
Istrinya Sandi dan Istrinya Derek Maras Adalah Kakak Adik,0
Mahasiswa UnSri meninggal dunia setelah terjatuh dari lantai tiga apartemen Unsri,0
: Tim Sari Roti Sombong Menanggapi Isu Boikot,0
Klarifikasi Ridwan Kamil Terkait Tudingan Bermain Dua Kaki,0
"Menara Masjid Al-Aqsha di Jayapura Ditolak, Begini Respon Menteri Agama",0
Media Sosial Masih Jadi Sarana Favorit Penyebaran Hoax,0
Guru TK di Malaysia yang Terekam Aniaya Muridnya Ditangkap,0
Dugaan Pelanggaran Pemilu di Acara Singkawang Bersholawat,0
Makam Tuhan Yesus Kristus Sedang Dibuka Untuk Pertamakalinya,0
Satgas Saber Pungli Memasukkan Infaq sebagai Pungli,0
"Wasekjen PKS, Mardani Ali Sera Tak Berfoto Bersama Bos Abu Tours",0
Guru di Bekasi Dipecat Lewat Pesan Grup Whatsapp Gara-Gara Beda Pilihan di Pilkada Jabar,0
Klarifikasi Djarot atas Informasi yang Sebut Dirinya Menyuap Sejumlah Kepala Desa di Kabupaten Asahan,0
Kadis LH DKI Jakarta Tidak Meminta Sejumlah Uang untuk Keperluan Tertentu melalui Akun Media Sosial,0
Pengungsi Syria Dilempari Koin oleh Suporter Klub Sepakbola PSV Eindhoven di Spanyol,0
Aplikasi serupa WhatsApp yang Berpotensi Disalahgunakan dalam Penyebaran Berita Palsu dan Fitnah,0
: Membedah Tulisan Alfian Tanjung yang Berjudul Manuver PKI Membelit Istana,0
"Sepi Dari Pemberitaan, Tiga Biksu Asal China Ditangkap Karena Edarkan Uang Palsu",0
Pengoperasionalan Kereta Bandara,0
"Ditarget Rampung 2019, Jalan Trans Papua Dibangun Sejak Era Habibie",0
Kemenpan RB: Tidak Ada Pengangkatan CPNS Jalur Indonesia Sehat,0
Eksperimen: Mengupas Hoax Potongan Kanker yang Menjauhi Bawang Putih,0
Kronologis Polisi Berondong Sedan Terobos Razia di Lubuklinggau,0
Sekte Kristen Meniru Islam,0
: Polemik IP address server baladacintarizieq.com,0
Tips Bermedia Sosial Sehat Ala Ahmad Mustofa Bari,0
: Pengobatan Jantung Koroner dengan Terapi Kelasi  Bisa Gantikan Angioplasty,0
LIPI Ungkap Teori Virus Corona Covid-19 Bukan Senjata Biologi,0
Hipnotis Pria Berbaju Lambang Pancasila,0
Update status WNA yang Meninggal di Atas Motor Positif COVID-19,0
Demokrat: Iklan Jokowi di Bioskop Mengganggu Hak Konsumen,0
KEMUNCULAN VIDEO MATAHARI TERBIT LEBIH DARI SATU YANG DIKLAIM TERJADI DI KEPULAUAN RIAU,0
Registrasi Kartu SIM Card Perlukah Nama Ibu kandung ?,0
"Tolak Gugatan, Hakim Tegaskan Nonpribumi Tak Boleh Punya Tanah di Yogya",0
PKS dan Gerindra Purwakarta Bantah Pasang Spanduk yang Dinilai Provokatif,0
Berita Terkait Tenaga Kerja Asing Memiliki E-KTP di Cianjur,0
: WASPADA!! Es Teh Campur Limbah di Monas,0
Micin Bikin Bodoh,0
Ustadz di Aceh Tenggara Diserang Seorang Pria Usai Salat Zuhur,0
Video Jokowi Bagi-Bagi Duit 2016 Dipelintir,0
Polisi Tangkap Perekayasa Chat Hoax Kapolri dan Kapolda Jabar,0
Tribun News Tidak Menuliskan Densus 88 Mengamankan Barang Bukti Al Quran saat Menggeledah Rumah Driver Ojol Terduga Teroris di Medan,0
Taman Impian Jaya Ancol Bantah Menggratiskan Tiket Masuk Mulai 14 Oktober hingga 6 Bulan Kedepan,0
"Mesranya Biksu Myanmar dan Syiah, Usai Bantai Muslim Rohingya",0
2 Petani di Rokan Hilir tewas tersambar petir saat berteduh di pohon sawit,0
"The Family MCA dan Saracen, Bisnis Hoaks Serupa tetapi Tak Sama",0
Polisi Mengklarifikasi Bahwa Tidak Ada Bom di Pasuruan,0
Klarifikasi Uang Rp 30 Milyar yang Mengapung di Laut Pasca Musibah Kandasnya Kapal Motor Lestari Maju,0
: Kiprah Masyarakat Anti Hoax di Media Sosial,0
APA SIH CITA-CITA METRO TV INI?,0
Sriwijaya Air Group Bantah Setop Operasi,0
PT AHEB Nyatakan Torpedo Tak Mengandung Zat Benzo yang Sebabkan 56 Pelajar SMP 18 Pekanbaru Menyayat Tangannya,0
Hingga Hari Ini Masih Banyak yang Menghubungi Rumah Lansia Atmabrata,0
Gempa Palu Bukan Penyebab Erupsi Gunung Soputan,0
Klarifikasi Dahnil Anzar Terkait E-mail Skenario Coklat1,0
Bangunan yang Terbakar di Polda Metro Jaya Bukan Gudang Peluru,0
Ahoker dan Jokwer Akan Marah Besar Jika di Katakan PKI Bangkit Lagi,0
Foto Presiden dan Wakil Presiden Berlatar Bendera Merah,0
Klarifikasi Badan Kepegawaian Negara Terkait Tersebarnya Surat Pengangkatan CPNS Palembang,0
Pihak Kepolisian Bantah Infromasi Modus Hipnotis Dua Orang Pria Berbaju Pancasila Untuk Bencana Gempa Palu,0
"MUNCUL ISU AKAN TERJADI GEMPA DI PALU PADA 28 DESEMBER 2018, BMKG ANGKAT BICARA",0
"HEBOH GAS MURAH DI ALJAZAIR, KEMENTERIAN ESDM BERIKAN KLARIFIKASI",0
KEPOLISIAN MEDAN ANGKAT BICARA TERKAIT FOTO KORBAN BEGAL YANG ALAMI PUTUS TANGAN,0
Konsumen Tuntut Produk Quaker Oats Karena Mengandung Pestisida,0
: PENYERANG MASJID QUWWATUL DARI PARTAI PDIP,0
TNI: Indonesia Tidak Langgar Perbatasan Timor Leste,0
Santunan Duta Besar China Kepada PBNU,0
Tidak Ada Klaim dari Anies Mengenai Merancang Lapangan Banteng Dari 0,0
Apabila Kalian Telah Menangkap PKI yang Pura-Pura Gila Silahkan Kalian Hakimi Sendiri,0
Edy Rahmayadi Tidak Terkena Stroke,0
Pemerintah Indonesia Bantah Sebagai Penyebab Tunggal Asap Kebakaran Hutan dan Lahan di Malaysia,0
"Bantah Hoaks, Kominfo Sebut Registrasi SIM Murni untuk Keamanan",0
Pembongkaran mesjid China memicu kebuntuan di Ningxia,0
Baliho Cinesia Timur Sakti Bertuliskan Bahasa Cina di Bandara Haluoleo Kendari,0
Pak Djarot Kebaktian di Gereja,0
Zuckerberg Ungkap Facebook Segera Dirombak,0
Koreksi Post Empat Ton Telur Bansos Pemprov Jabar Membusuk,0
Formulir Pelaporan Kelahiran WNI Tanpa Kolom Agama Beredar di Media Sosial,0
VOX HOAX VOX DEI / SUARA HOAX SUARA TUHAN,0
HMI Klarifikasi Terkait Isu Memberi Dukungan Politik Ke Partai Berkarya,0
Pasien positif Covid -19 di RST Latumeten Ambon masih dalam perawatan,0
: Momentum Kebangkitan Nasional,0
"Jakarta Berduka, Jokowi dan Ahok Harus Bertanggungjawab",0
Kemristekdikti: bukan undang dosen asing tapi profesor kelas dunia,0
: Dibohongi Mie Instan,0
"Makanan Jamaah Haji yang Tarwiyah di Mina, Bukan dari PPIH",0
Video Beberapa Wanita India Protes Dengan Cara Bakar Jilbab,0
Surat Undangan Pemancangan Tiang Pertama Proyek Kereta Cepat Jakarta - Bandung Berbahasa Mandarin,0
